NOOFTASKS,NOOFMAC,LENGTH,LOAD,ARRIVAL,ALGO
608,16,30560468,2977,11465,1
505,27,25763795,2852,9419,0
513,13,26911315,2212,9919,2
529,18,26436660,2195,10120,0
735,10,36175744,1459,13981,0
613,19,30768760,2061,11684,1
682,19,34044348,2135,13063,0
551,29,27647537,2455,10433,0
544,23,26906010,2553,10363,5
708,25,34742931,2447,13563,1
703,22,35776156,2348,13395,0
713,27,35364562,2631,13560,0
648,27,33303875,2943,12257,0
732,24,36114139,2375,14009,0
799,26,39378400,2371,15219,0
699,26,33903428,2790,13153,0
759,13,37418873,2241,14190,0
764,18,37876017,2337,14363,0
628,24,31664507,2399,11756,0
794,22,38595211,2242,14991,3
550,29,27162587,2506,10540,5
760,30,38055113,2638,14244,0
513,14,25144618,2401,9643,2
718,25,35953081,2398,13559,0
760,18,37819026,2392,14494,1
706,15,35197656,2452,13527,1
732,17,36928717,2767,13890,0
644,18,30895566,2545,12191,0
692,12,34250678,2530,13174,0
622,17,30308608,2391,11761,0
618,23,31402247,1904,11638,1
717,27,34998230,2426,13524,0
695,16,33293052,2095,13300,4
766,26,38840610,3040,14666,2
761,23,38253969,2237,14435,0
519,28,27224367,2977,9914,5
710,16,34937676,2496,13604,1
766,26,38525681,2395,14554,1
606,19,30679736,2662,11454,0
527,16,25432869,2232,10019,0
616,14,30327182,1715,11513,0
756,20,38480744,2985,14326,0
608,19,30273648,2492,11558,0
651,14,32722283,2095,12392,1
559,25,28841796,1952,10731,0
642,13,32966798,2839,12227,1
611,30,30197743,2483,11686,0
579,27,29094961,2588,11098,0
581,21,29135854,2419,11006,0
707,19,35279107,2313,13375,1
554,23,28090686,2460,10459,0
611,20,31667250,2363,11505,0
527,28,26805238,3097,9917,1
774,11,39261479,2115,14552,5
756,24,37900602,2461,14248,0
730,23,36031745,2360,13919,0
768,20,38758304,2179,14487,5
680,12,33334492,2204,12772,2
602,25,30242356,2441,11624,1
687,17,35329185,1940,12936,3
719,28,35273402,2272,13609,1
654,25,33009867,2975,12451,0
658,19,31822259,3208,12536,2
721,25,37597490,2661,13639,4
704,11,35659738,2741,13222,5
605,13,29823300,2237,11334,2
726,21,36788919,2059,13798,0
726,30,36850517,2822,13747,0
609,18,31215545,2355,11722,0
587,18,29458252,2316,11209,0
547,17,27743455,2030,10404,2
505,19,25223284,2614,9550,3
740,24,35316805,2156,13915,1
733,28,36696672,2068,13874,0
788,13,38288847,2398,15026,0
786,10,39498657,2473,14857,0
594,17,29836932,2206,11232,0
551,18,27594840,2230,10421,1
667,30,33413268,2575,12823,1
505,30,25436448,2284,9502,2
648,21,32077221,2721,12366,1
742,25,35805731,2376,14184,0
717,19,34928338,2224,13652,4
688,13,34842573,3091,12955,0
613,24,31174771,2547,11540,1
601,21,30825086,2324,11575,5
716,29,35496707,2636,13594,1
516,27,27762273,2580,9754,5
657,18,31966933,3033,12547,2
760,14,39317333,2463,14230,1
556,21,28268588,2213,10598,0
538,14,26389857,2297,10152,2
544,17,26834957,2232,10218,2
643,14,32071979,2796,12245,0
756,16,37953740,2670,14375,0
554,27,27747710,2428,10539,0
761,29,37710766,2077,14657,0
599,19,29398377,1818,11537,1
664,23,32698598,2548,12471,5
784,10,39934203,2022,14722,0
512,29,25470309,2465,9814,0
539,17,26534816,2464,10120,5
745,14,38057070,2270,14299,2
756,19,38677787,2523,14223,0
515,15,25495612,2246,9690,2
714,18,35743480,2198,13641,1
610,28,31106805,2993,11641,1
671,11,33466179,2922,12831,0
603,21,30521326,2103,11561,0
733,17,37396834,2320,13784,0
604,18,29720576,2784,11344,4
554,15,27375567,2083,10636,0
575,17,28156594,2043,10923,4
535,17,25821199,2489,10081,2
696,14,34005274,2559,13234,5
560,23,28156406,2264,10756,0
788,14,37609435,3260,14810,1
708,13,37249161,2498,13492,0
514,22,25605703,1987,9739,0
609,19,30274841,3053,11587,4
732,23,36849274,2480,14034,1
531,22,26475740,3250,10182,0
690,23,34548857,2676,13130,2
528,27,26245449,2274,9876,0
524,24,26251079,2199,10094,0
651,22,31533394,2359,12289,3
548,10,27538751,2674,10465,1
532,25,26411470,2730,10125,0
777,20,39278723,2708,14787,1
515,18,25160053,2851,9751,5
550,26,27376648,2858,10286,1
591,18,29884831,2879,11119,0
578,21,29164499,2437,10812,2
762,25,38354631,2423,14446,1
585,26,28532066,2708,11180,0
725,25,37473253,2894,13554,1
594,21,29040496,3004,11330,2
662,21,33427065,2158,12701,0
739,21,36320087,1960,13984,1
708,14,34502560,3071,13700,0
784,30,38709964,2913,14782,0
785,20,38630911,2942,14875,0
536,18,27931511,2471,10184,0
648,16,32606782,2473,12109,4
689,28,33759085,2214,13118,0
669,29,32487960,2234,12627,0
771,12,40503479,2752,14582,4
665,15,34108821,2876,12421,1
775,15,39013964,2446,14724,0
626,10,32877651,2758,11750,3
782,18,39260089,2197,14709,5
593,30,30379261,2630,11446,1
537,23,26596460,2205,10040,2
653,20,32953727,2628,12376,1
655,14,33748183,2628,12464,2
695,28,34351852,1990,13374,1
693,14,34080063,2586,12919,4
555,29,28514473,2186,10551,1
791,25,38924554,2363,15010,0
569,10,26639199,1921,10843,4
530,14,27056047,2374,9910,1
711,26,36016456,2268,13399,0
514,25,27320907,2293,9824,1
675,25,34160284,1989,12819,0
654,15,33748683,3193,12486,0
593,30,28676346,2235,11207,1
504,13,24950681,2735,9464,1
739,29,37871126,2406,14208,1
676,17,33669505,2696,12948,4
784,26,39312639,2732,14812,0
676,12,33841265,2570,12695,0
756,29,38484784,2143,14411,1
667,19,35120646,2745,12651,4
648,19,32964825,2221,12214,1
516,21,25593013,2351,9816,0
708,11,35650250,3262,13391,1
661,19,33996034,3112,12695,0
684,26,34070229,2723,12755,0
598,11,29985280,2748,11340,4
792,10,38877849,2203,14933,5
663,30,32775130,2868,12383,2
721,21,35983789,2486,13767,2
701,25,35680831,2147,13231,0
715,19,35122189,2443,13840,1
605,11,30683620,2546,11478,4
780,20,37850402,2377,14577,0
504,11,26473255,2130,9695,2
684,19,34583178,2128,12957,1
601,11,31092001,2985,11626,3
798,14,40787847,2083,15268,2
620,26,30879017,2297,11649,0
786,25,38929824,2680,14848,0
688,28,34439770,2189,12969,2
769,18,38811018,1978,14788,5
657,13,33067462,3023,12586,4
740,24,38776826,1782,14014,1
692,22,34713091,2179,13142,1
638,22,32740068,2478,12100,0
614,18,32730000,1861,11496,0
660,12,33016302,2644,12563,5
658,16,32838579,2612,12417,5
649,25,33204123,2758,12326,0
762,26,38038155,2790,14589,2
689,19,33409907,2709,13105,0
604,28,31630914,2383,11313,0
660,23,32382295,2463,12332,5
587,23,29035329,2518,11051,1
662,22,31873228,2389,12568,0
517,13,24941626,2143,9775,5
659,10,32161329,2995,12482,4
778,12,38618457,2190,14856,0
587,22,28762984,2159,11196,1
752,20,37923610,2642,14218,0
538,16,27199899,2596,10105,1
531,30,26642196,2520,10199,0
774,30,40034750,2452,14714,1
690,30,34341508,2776,13063,0
704,21,35940953,2607,13392,1
735,18,36974349,2508,13844,0
654,22,32871748,2689,12493,2
589,26,28611689,2109,11154,0
545,26,27905233,2595,10226,2
750,11,38156510,2914,14353,4
597,26,29927203,2698,11283,0
563,15,27448187,2131,10642,0
716,24,35081860,2760,13656,1
762,29,39159457,2674,14383,0
713,12,36076041,2231,13402,0
786,26,39579503,2606,14936,0
751,22,37042484,2519,14371,1
521,14,26041445,2209,9863,3
626,15,32071376,2882,11864,2
610,18,29589855,2380,11556,0
568,18,28065653,2661,10923,2
551,27,28816101,2753,10506,1
779,16,38665511,2834,14564,4
675,21,34737265,2684,12756,4
647,19,31678160,2906,12230,0
677,29,33935037,2349,12930,1
573,29,29300710,2405,10950,3
697,20,34326161,2456,13126,1
527,14,26706681,2625,10010,0
699,25,34610969,2109,13182,0
530,28,26271779,2822,10019,0
537,24,27875848,2812,9996,5
652,26,34353250,2758,12332,0
566,29,27136035,2441,10629,0
711,18,34898626,2424,13460,0
546,15,27753941,1818,10392,2
507,14,24775200,2952,9569,0
550,17,25932058,2562,10424,0
794,28,38540404,2400,14918,0
694,18,35242028,2603,13201,0
718,16,36528382,2692,13706,5
502,17,25823898,2662,9603,1
796,25,40256484,2842,15169,1
714,27,35537173,2231,13354,0
691,16,34145125,2359,12995,2
583,19,30662738,2757,10873,1
773,10,39187663,3369,14630,0
558,26,26738364,2461,10435,2
774,12,39629844,2352,14815,4
533,21,26581555,2620,10123,0
622,16,30087340,2795,11848,4
599,23,30268442,2026,11194,5
797,14,40207803,2489,15407,2
629,24,32298852,2313,11906,5
764,21,37746628,2693,14547,3
749,20,37635969,2635,14181,0
704,23,35089792,2694,13227,1
623,30,30909747,2862,11941,0
565,10,28234621,2611,10729,0
534,16,26473135,1584,10185,1
626,11,31085578,2475,11856,4
782,16,38804582,2279,14689,0
608,30,30575955,2114,11438,4
800,20,40818326,2467,15259,4
782,11,38971234,2483,14711,0
540,30,26566241,2493,10402,4
772,11,39148237,2867,14532,2
740,13,38246765,2047,13962,0
766,25,38061027,2455,14486,1
682,12,33198356,2587,12989,5
550,13,27659719,2486,10491,0
647,11,32780542,2065,12416,2
717,15,36982163,1924,13613,0
534,19,26902114,2695,10220,0
616,12,31384390,3106,11890,0
623,23,31045209,2374,11818,1
532,21,27242308,2457,10022,1
641,24,33807196,2510,12013,0
555,16,26971202,2185,10585,0
627,16,30759592,2757,11684,5
559,26,27827532,2895,10557,0
758,13,38452493,2670,14314,1
695,16,35709447,3144,13094,1
740,16,37785487,2332,13928,2
676,13,34479769,2324,12729,2
720,11,35393445,2265,13473,4
774,17,37823159,2807,14769,5
669,22,33777468,2797,12737,1
565,24,27946179,2687,10622,2
539,26,27549651,2619,10314,4
684,11,34275133,3345,12931,4
643,29,32480587,1975,12198,0
543,25,27408043,2451,10333,2
607,26,30391085,2437,11466,5
576,18,28922172,2022,10919,1
650,12,32347196,2575,12487,4
514,28,26000711,2515,9750,5
612,22,31031627,2589,11601,0
571,15,28676688,2719,10683,2
543,15,26542506,1909,10245,1
784,20,38036460,2680,14736,0
633,23,32711099,2683,11978,1
532,13,27190482,2670,10180,2
715,29,36356736,2411,13592,1
684,15,34713913,2826,13045,4
743,16,35989735,2506,13909,4
687,18,32958976,2580,12990,1
674,13,34748721,2675,12760,0
518,10,26279362,1556,9600,0
681,20,34672873,2422,13028,0
570,10,28941728,2644,10728,2
616,19,31712429,2327,11815,0
529,19,27442872,1996,10188,0
623,14,31532528,2258,11800,2
558,13,27146476,2217,10604,0
585,14,28909619,2042,11192,0
622,11,31651685,2125,11669,2
627,11,31138822,2419,11822,0
669,26,32182713,2302,12588,0
689,11,33142871,2923,13277,2
756,29,37376976,2345,13927,0
670,23,34033062,2174,12681,0
792,28,40139821,2128,14819,0
674,16,31783308,2319,12644,0
689,15,34725223,2824,12934,1
577,28,28557663,2829,10857,0
502,21,24275903,2153,9565,1
742,26,36225875,1852,14193,1
551,10,27266307,2408,10535,2
638,27,30671033,2651,12188,0
782,13,39132540,2952,14738,0
629,12,31242646,2854,12079,0
726,11,37007439,2165,13772,0
511,15,25731607,2640,9584,5
699,25,35958971,1953,13452,1
765,23,37480295,2456,14415,3
749,23,37769164,2595,14125,5
516,25,25680449,2610,9878,5
578,24,27879901,2494,10922,5
552,30,27890153,2522,10577,0
588,22,29638834,2100,11162,1
784,20,40578085,2636,14926,0
577,17,29357345,2133,11015,0
544,17,27972651,1956,10550,4
664,24,33600037,2679,12520,0
757,12,39219257,1878,14375,1
580,20,29717637,2783,10975,5
514,22,26379637,2352,9818,5
736,23,37702707,2735,14148,0
659,13,33899143,2636,12557,4
730,10,35999615,2142,13661,1
582,20,29578433,2606,11183,0
735,18,37735820,2520,13872,3
779,14,38965349,2290,14713,4
707,13,34251526,2852,13527,2
577,16,29195096,1960,11031,2
621,17,29850026,2709,11786,0
615,18,30148521,2891,11706,1
599,28,29867342,2665,11306,0
758,10,38286155,3275,14446,1
751,21,37559736,2631,14416,5
643,25,31402614,2685,12115,0
568,20,28193274,2165,10902,0
684,23,34470492,2818,13028,0
574,20,28529909,2554,11027,5
660,30,33988206,2156,12531,0
647,30,33226462,2657,12241,0
778,20,37886789,2295,14596,2
721,12,36086273,2466,13591,2
513,30,26165897,1844,9713,1
525,15,27325959,2337,9831,0
501,15,25005112,2503,9637,1
649,15,32245391,2480,12341,5
766,27,38754850,2586,14635,2
625,19,30707622,2128,11876,0
612,25,30555365,2731,11491,1
692,12,33499175,3494,13125,1
738,26,36766427,2786,14069,2
502,26,26127223,2837,9581,0
797,15,39886368,3161,15148,4
667,20,32907151,2877,12527,1
504,14,25565138,2735,9558,0
535,29,27710501,2330,10153,3
749,26,38331144,3112,14243,0
727,10,35816121,3041,13741,1
576,22,29593458,2948,10944,1
626,26,31077424,2305,12025,5
680,24,33704744,2408,12977,0
789,21,38569493,2007,15033,0
760,11,39137711,2104,14596,0
753,24,36806620,2471,14225,0
534,30,26641249,2548,10092,1
753,29,38450084,2655,14350,0
658,11,33251727,2162,12740,1
659,24,32162505,2685,12592,0
532,29,25712560,2931,10105,2
630,21,31738165,2661,11944,0
761,19,37672914,2488,14281,0
625,25,30730339,2079,11958,1
748,29,37224835,2873,14349,1
659,11,32870321,3200,12516,2
641,22,33589410,2924,11877,0
799,18,41124959,2361,15078,0
646,28,33461479,2357,12393,0
528,15,26486998,2601,9980,0
554,20,27361751,2142,10598,0
760,18,38221438,3356,14331,2
670,24,33412214,2624,12820,0
507,10,25610254,2961,9701,0
740,28,37832916,2440,13933,2
766,10,38021711,3083,14489,5
643,27,32878694,2099,12094,0
754,17,39418136,2177,14234,1
629,23,31572871,2440,12225,0
669,29,33548548,2966,12857,1
759,29,37766497,2437,14618,0
689,29,33833134,2283,12932,5
741,13,36227298,2665,14084,0
631,12,29789706,2402,11948,0
524,10,26363385,2972,9910,0
678,15,32532819,2164,12749,1
536,23,26436409,2075,10168,0
721,12,36735528,2439,13720,5
674,27,34349128,2144,12817,0
646,30,33131696,2552,12326,0
569,27,28534937,2679,10769,1
602,21,29509647,2494,11433,4
727,17,35775783,2930,13865,1
602,30,29454187,2364,11397,1
690,25,33534453,2866,13126,5
741,24,37143991,2627,14052,2
562,20,29242447,2755,10657,0
680,27,35388214,2559,12816,2
556,17,27919354,1870,10625,0
657,17,31434458,2284,12528,4
720,26,35222627,2921,13716,5
758,11,38620100,3260,14159,1
716,21,34689876,2239,13445,1
729,19,36825410,2659,13700,0
721,15,37016670,1806,13721,2
579,20,28839785,2628,10983,2
712,20,35680679,3027,13680,1
750,23,37911413,2447,14226,2
607,15,30954501,2623,11532,0
757,20,37360840,3191,14409,1
524,18,24393595,2581,9961,1
773,10,37490548,1525,14621,5
779,23,39272868,2499,14711,5
613,27,30838938,2204,11587,0
562,23,28170572,2585,10572,1
794,10,40005311,2771,15255,4
526,21,27914744,2878,10077,0
691,24,33412567,2518,13000,5
726,19,36744870,2552,13842,0
790,25,39430025,2105,14903,0
644,14,33122612,2516,12071,1
767,30,39415167,2734,14450,1
733,17,36880684,2410,13648,1
660,23,34754056,2410,12417,1
688,17,33093954,1890,12924,5
631,17,31313573,1893,11884,0
796,25,40207911,2030,15065,0
706,24,35915593,2623,13248,0
734,23,35751555,2445,13756,1
564,29,27201929,2500,10753,1
621,22,32036775,2351,11832,1
739,23,37443223,2557,14257,4
522,14,25840653,2141,10061,4
739,25,36023477,2761,14035,0
657,15,32435016,2950,12614,5
625,23,31513323,2588,11865,1
575,11,29459799,3361,10916,5
697,23,35512668,2505,13283,0
651,25,32760359,2887,12316,0
770,23,37945292,2580,14669,0
760,29,38943019,2188,14292,1
727,18,35928121,1806,13896,0
631,12,32027911,2593,11909,2
783,17,39134514,2457,14987,0
685,20,33608953,2069,13168,4
524,15,26888972,2496,9849,0
641,14,32650660,2131,12145,0
703,10,35158196,2719,13136,0
681,15,34985228,2689,13001,0
663,26,33045075,2538,12538,0
760,28,37475651,2153,14478,1
550,12,26859995,2910,10432,1
725,27,36532529,2483,13805,2
690,12,36335629,3106,13254,0
597,27,30115898,2067,11620,0
642,18,31752287,3109,12033,0
779,30,39778162,2157,14971,5
555,10,28340266,1975,10401,0
528,20,25632119,2331,10026,3
611,30,31188992,2183,11663,1
646,12,31724778,2532,12323,1
586,19,28663164,2801,11326,1
631,16,31814427,2146,11902,5
794,23,40152518,2604,15070,3
663,21,31908871,2425,12563,2
660,27,32125089,2740,12642,5
622,20,30810493,2597,11771,0
758,13,38567363,1820,14520,0
520,11,25163642,2629,9889,2
602,22,30019641,2487,11444,5
703,23,35513639,2569,13453,0
747,23,37817761,2470,14129,2
707,24,34943670,2617,13368,4
562,17,27238300,2271,10822,1
510,12,25839217,2420,9665,4
504,20,25195844,2684,9643,2
776,16,40050293,2641,14837,2
756,18,37783421,2512,14316,0
663,17,33320899,2798,12519,2
745,15,36416767,2821,14251,2
796,28,40583485,3188,15131,3
509,16,24564209,1972,9633,5
717,27,34873003,1893,13614,1
725,30,36760353,2207,13771,1
622,19,30593964,2462,11625,1
656,17,32188750,2485,12553,1
594,28,31260700,2323,11171,0
724,16,35553412,2993,13743,4
515,15,26681624,2594,9740,4
558,25,28824215,2763,10559,1
650,28,33243515,2425,12609,0
501,25,25035312,2725,9442,1
566,17,27656803,3387,10885,1
692,26,34658949,2502,13042,0
739,25,37768195,2622,14232,3
795,15,40339396,2413,14888,1
600,28,29984631,2324,11329,1
791,13,40279735,2113,15093,0
528,17,26184783,2348,10002,0
625,29,30996149,2441,11656,0
750,10,38439956,3134,14020,4
663,10,33055146,2407,12557,1
761,16,37588762,2887,14465,0
677,13,34518663,2935,12747,5
749,25,37161066,2770,14205,5
753,30,39570193,2338,14215,0
598,20,29710643,2304,11225,4
522,30,25627882,2202,9675,0
654,20,32512827,2573,12333,0
567,29,29207991,2813,10694,3
662,24,33417671,2750,12432,1
508,13,25447488,2754,9785,2
578,29,28612489,2466,10892,5
624,10,31119061,1548,11667,2
594,25,28891812,2111,11154,0
521,15,25390181,2697,9874,2
641,25,32720834,2450,12223,0
684,12,34578858,2447,12951,2
684,15,33969827,3109,12979,2
507,28,25110969,2240,9750,1
616,19,30777579,2719,11679,2
555,29,26687253,2201,10643,0
780,28,40234418,2530,14702,5
731,29,36650280,2919,13988,1
770,26,38642446,2051,14645,0
707,12,35655011,2349,13253,2
664,15,31182271,2219,12695,1
648,18,32848018,3121,12536,0
753,13,38468007,1858,14358,0
517,28,26449028,2061,9857,5
783,12,39272239,2459,14924,1
760,10,38444197,2512,14621,4
765,18,38834072,2969,14225,1
677,10,34596595,2254,12850,0
642,11,32085274,3434,12317,1
629,16,31805260,2335,11947,1
522,15,25423877,2222,9738,1
611,11,30578092,2174,11624,0
645,29,32534124,2959,12245,0
653,11,33610660,2313,12432,0
712,21,36487874,2254,13515,0
500,27,24705848,2666,9416,0
630,21,31016808,2483,12003,4
537,26,27812018,2636,10148,4
694,14,35311309,2439,13146,4
652,22,33180057,2575,12486,0
674,26,34617880,1949,12802,0
686,25,34221461,2153,12845,5
526,16,25975854,2200,10022,0
627,24,32111566,2459,11841,0
723,13,35958589,2484,13701,4
663,16,35064270,2909,12703,1
640,15,31172513,2450,12202,0
773,11,38484443,2727,14380,1
533,18,27035769,2102,10265,1
549,26,26042227,2900,10386,2
718,27,35255903,2386,13518,0
789,19,39534322,2793,14973,0
640,27,31713725,2903,12104,0
729,15,37395656,3035,13813,0
619,23,31655800,2507,11689,0
715,20,36462078,2105,13518,4
790,23,39460659,2495,14740,0
524,12,26727486,2286,9818,0
518,30,26219794,2307,9948,2
722,23,35021368,1999,13837,1
761,21,37548879,2460,14213,0
581,30,28930851,2784,11027,0
775,22,38411894,2349,14523,1
593,16,28761133,2748,11327,2
748,16,37360865,2729,14168,2
782,12,39219542,2426,14832,2
644,30,32509382,2860,12313,0
624,24,31409710,2264,11814,0
552,17,27442185,2472,10322,0
612,17,29250362,2535,11549,0
720,23,35162534,2518,13920,2
563,15,27323151,2067,10643,0
773,20,38436429,2322,14464,5
679,28,34262957,2324,12859,1
512,13,25317819,2829,9576,2
506,24,25160176,2149,9502,0
783,24,39027163,2718,14849,5
512,12,26928039,3058,9759,1
709,26,36710095,2236,13499,1
508,15,26319420,2379,9698,0
742,16,37820445,2542,13832,2
793,12,38347692,2039,15056,2
665,18,32279714,1974,12476,1
661,27,34086531,2571,12536,5
699,12,35738102,2147,13143,0
719,19,35005517,2756,13439,2
515,17,25554309,2992,9824,1
755,18,38046508,2719,14383,0
702,13,35300670,2691,13344,1
687,12,34580909,2004,13023,2
553,12,26618577,2742,10506,0
635,26,30727050,2270,11847,0
531,29,25985486,2614,10040,0
753,23,38525500,2603,14362,0
793,21,39105216,2827,14964,1
600,18,30994347,2016,11348,2
566,16,29033963,2421,10524,0
531,26,26417609,2992,9882,2
605,20,30747569,2620,11403,2
711,16,36054972,3070,13547,0
534,30,26750954,2460,10233,4
777,27,38153990,2757,14575,0
785,14,38660172,2014,14965,1
696,20,34844649,2645,13276,1
581,29,28210018,2777,10943,0
555,14,26453771,2202,10406,0
692,19,33965700,2074,13205,5
794,20,39296422,2446,15120,0
795,11,40519803,2579,15077,4
697,25,35135130,2598,12995,1
569,28,28089579,2624,10851,0
582,15,28665321,2246,10991,1
671,10,31723494,2350,12820,1
641,27,32090957,2460,12435,1
560,18,28550530,2738,10582,3
635,12,32414417,2691,12048,1
639,10,32142744,2450,12150,1
563,29,28382426,2570,10789,0
665,13,32749488,3013,12626,2
656,19,33263376,2529,12708,1
747,19,37952611,2920,14147,4
789,22,39065054,2150,14999,0
666,10,32268915,1895,12686,1
634,21,32016991,2148,12042,2
714,27,35496745,2553,13687,1
764,15,38863804,3022,14643,1
797,17,39452724,2542,15245,0
679,21,34292958,2749,12912,1
628,21,31813231,2130,11601,5
683,19,34638222,2120,12994,0
745,21,38704710,3181,14164,0
654,18,32271846,2255,12315,4
775,22,38694999,2783,14652,4
545,29,26451355,2186,10427,0
595,25,29458373,2559,11356,4
554,18,26895075,1947,10414,1
694,23,35636971,2902,13105,0
663,22,33605823,2338,12274,0
778,24,38496255,3400,14755,1
621,24,31475721,2470,11866,0
592,10,30610827,1982,11353,4
791,10,39233159,2402,14952,0
794,20,39447118,2226,14887,0
725,21,36648978,3143,13644,2
659,22,33513688,2465,12598,2
684,17,34222735,2690,12986,2
727,19,37088118,2382,13871,0
679,15,34309237,1758,13071,0
642,17,32243926,2507,12308,0
681,11,33460256,2131,12782,4
564,21,28008643,2468,10621,1
514,11,27256004,1768,9742,2
595,14,28504336,2881,11246,1
589,13,28608606,2705,11467,1
665,28,33429742,2085,12705,0
681,17,34379888,2595,12927,0
743,24,37220930,2950,14046,2
786,30,39184751,2882,14787,0
693,18,34993860,2464,13149,0
702,13,34571003,2717,13195,1
720,24,35935099,2444,13415,5
670,21,33498135,2872,12713,0
643,29,32138713,2292,12184,0
627,11,31321262,2104,12032,4
557,25,26914172,2546,10507,0
503,20,25199204,2681,9713,0
704,17,36227786,2621,13485,0
687,17,34621047,2685,13097,0
516,12,26668893,2493,9761,0
652,18,32953729,2157,12433,5
761,24,36586938,2793,14264,0
735,19,36713153,1949,13806,0
530,22,25747027,2686,10018,0
737,23,37106812,2441,13976,0
564,14,26187320,2894,10630,2
602,24,29200079,2823,11473,5
658,30,33974045,2482,12582,0
660,11,33511283,2472,12259,2
742,21,36904454,1944,14038,0
655,25,31961878,2747,12484,0
762,30,38349369,2866,14411,0
758,22,37653611,1877,14491,0
594,10,28627210,2570,11292,0
784,15,39680229,2166,14714,0
578,18,29304459,2031,10851,1
566,26,28557860,2164,10636,0
565,11,28609000,2606,10684,5
670,19,33898525,1934,12640,0
550,22,27591334,2978,10319,0
582,23,28606713,2750,11079,0
797,13,39532802,2740,15037,2
680,15,34154459,2053,12944,4
518,25,25736460,2766,9911,1
665,11,34650396,1857,12638,1
723,18,36554671,2948,13872,4
671,17,33242099,2993,12781,0
604,13,29134079,2198,11407,1
638,25,32630612,2219,12308,2
557,29,27752328,2388,10622,1
598,15,28690196,2063,11282,1
524,19,26029454,2484,9944,0
596,28,30198423,2027,11243,0
589,28,30015069,2227,11192,0
588,18,28922849,2195,11110,0
555,21,26301447,2544,10303,0
739,25,36675702,2243,13937,0
648,14,30515199,3031,12308,5
576,25,29211009,2325,10900,0
762,24,38204292,3053,14261,0
685,21,34180093,2331,12970,5
740,17,38266211,2499,13804,5
666,18,33378105,2515,12605,2
563,29,28097004,2469,10815,2
618,10,30519851,2011,11697,1
565,11,28115913,2974,10761,2
524,30,25379577,2592,9843,0
577,24,28903672,2352,10962,1
689,29,35921559,1966,12867,5
520,30,24971007,2564,9813,0
713,21,35579317,2816,13448,0
769,25,37888282,2257,14762,4
536,29,26533606,2519,10082,0
705,19,35143785,2650,13312,1
629,21,31893094,2505,12007,0
606,20,30076823,2774,11385,5
558,24,27134684,2147,10734,0
555,11,27905429,2656,10423,0
578,29,28588221,2204,10818,5
693,15,35061537,3113,13177,5
670,24,32028616,2476,12923,0
689,19,34852681,2448,12978,2
758,16,39308298,2538,14338,1
699,23,34847663,2379,13393,0
774,12,38888681,2369,14720,4
602,25,30674101,2435,11495,0
710,17,35606540,2358,13533,1
747,29,37969515,2415,14217,2
522,17,26453331,2295,9911,1
661,30,32377676,2546,12486,5
662,10,33165817,1917,12555,0
658,29,33145106,2729,12553,0
623,19,31064342,2593,11781,0
612,18,30315214,2198,11516,0
573,22,30521527,2614,11044,1
544,28,27127659,2770,10163,1
650,29,33088134,2675,12486,1
703,22,36005224,2405,13413,1
758,10,37882387,2246,14361,0
702,28,34916665,2997,13434,0
780,16,37836736,2282,14686,0
793,22,39995697,2784,15057,1
713,22,35016738,2173,13468,1
523,16,26533526,1959,9878,0
761,13,39382056,2853,14696,1
701,28,35144820,2302,13252,0
658,19,32688218,2687,12636,5
526,18,26793116,2642,9880,0
516,14,26016831,2847,9788,0
550,14,26544554,2548,10350,1
557,27,27317968,2528,10495,0
578,18,29083380,2365,10890,5
505,15,25835133,2436,9712,1
543,21,27705433,2104,10166,1
786,20,38419616,2331,14855,1
500,30,25420184,2316,9401,0
569,21,29101827,2410,10692,4
637,12,32063858,2498,12152,2
626,15,31383996,2028,11743,0
758,21,37832343,2181,14274,0
650,27,32986403,2334,12513,0
562,19,28973124,2308,10661,0
657,24,32675372,2251,12485,0
680,20,34697417,2734,12964,2
744,26,37948010,2521,14195,0
795,12,39522955,2197,14994,1
509,20,26962927,2315,9535,4
644,13,32519464,2858,12268,1
706,11,35420495,3299,13318,2
665,30,33179674,2731,12732,0
550,14,27395060,2509,10490,0
717,27,35262373,2488,13603,2
526,26,25678945,2192,10028,1
610,18,30812441,1903,11415,0
721,22,36423597,2407,13638,0
666,27,32918427,2289,12688,5
749,15,38125371,2381,14417,2
544,10,27905497,2605,10251,0
748,20,38101497,1976,14281,4
627,26,31552416,2346,12106,0
682,14,34625150,3033,12853,0
638,30,31352028,2668,12114,5
642,15,31942048,2356,12141,0
544,22,28934312,2721,10114,2
741,23,36965991,2254,14064,3
647,12,32285589,2325,12300,2
636,26,30097582,2569,12050,1
788,25,38636787,2386,15025,0
727,28,36729767,2383,13768,0
534,26,26688618,2121,10043,0
560,21,27332619,2492,10632,0
696,20,34876038,2686,13205,4
560,21,28309506,2592,10622,1
547,23,27906482,2149,10334,5
522,13,25649983,2763,9877,0
645,24,32165679,2778,12288,0
711,27,36317028,2675,13317,1
540,22,28018411,2273,10075,0
680,22,34996623,2877,12893,0
636,13,30311508,2943,12044,1
542,16,25924133,2847,10276,0
755,25,37344959,2342,14377,0
784,15,38357822,2148,14990,0
702,12,34594755,2573,13301,0
509,24,24761245,2310,9609,0
760,23,39464395,2654,14501,1
728,10,35755866,2563,13860,0
645,30,33278946,2282,12366,0
569,23,28208140,2829,10790,1
